,context,question,answer
118,"豪猪冷冷地望著我，“哼”了一声。要不是已经答应赤衣狂，不把话说出去，我早就揭发他的卑鄙行径，现在碍于承诺不能声张，却气得面红身赤。他怎麽可以那麽“哼”呢。

“该收的钱我会收，不过，请你搬离现在住的地方。”

“你只要收下这一分五厘钱就行，要不要搬离住处，那是我的事。”

“由不得你，昨天你的房东到我那儿去，说希望你搬走，我问他为什麽，听他说的也有道理，我为了想确定一下今天早上才到他那儿去，详细听他的理由。”

我根本搞不清楚豪猪在说些什麽！干脆说：

“房东告诉你什麽，我怎麽晓得，你自己要那麽做我也没办法。如果有什麽了不起的理由应该先告诉我，这才合乎做事的顺序啊。怎麽不分清红皂白，就说房东的话有理，这样，对我未免太侮蔑了吧！”",“你只要收下这一分五厘钱就行，要不要搬离住处，那是我的事。”,{'我'}
119,"豪猪冷冷地望著我，“哼”了一声。要不是已经答应赤衣狂，不把话说出去，我早就揭发他的卑鄙行径，现在碍于承诺不能声张，却气得面红身赤。他怎麽可以那麽“哼”呢。

“该收的钱我会收，不过，请你搬离现在住的地方。”

“你只要收下这一分五厘钱就行，要不要搬离住处，那是我的事。”

“由不得你，昨天你的房东到我那儿去，说希望你搬走，我问他为什麽，听他说的也有道理，我为了想确定一下今天早上才到他那儿去，详细听他的理由。”

我根本搞不清楚豪猪在说些什麽！干脆说：

“房东告诉你什麽，我怎麽晓得，你自己要那麽做我也没办法。如果有什麽了不起的理由应该先告诉我，这才合乎做事的顺序啊。怎麽不分清红皂白，就说房东的话有理，这样，对我未免太侮蔑了吧！”",“房东告诉你什麽，我怎麽晓得，你自己要那麽做我也没办法。如果有什麽了不起的理由应该先告诉我，这才合乎做事的顺序啊。怎麽不分清红皂白，就说房东的话有理，这样，对我未免太侮蔑了吧！”,{'我'}
120,"见了赤衣狂，我问他有什麽事，他习惯地以琥珀烟斗吹著有焦味的烟，说：

“自从你到本校来後，学生成绩进步很多，校长非常高兴，认为用得其人——校方也很信赖你，希望你了解这点而好好努力——”

“哦！是吗？你说努力，可是，我无法比现在更努力了！”

“像现在这样就够了。只是你千万别忘了，我那天告诉你那件事。”

“你是指——会为我介绍住处的人是危险人物——这回事吗？”

“说得那麽露骨就没意思了——好吧！——我想，我要说的你已经很清楚了。如果你像现在这样努力干下去的话，校方不会忽视这点，不久的将来，有机会的话，在待遇上会考虑调整。”",“哦！是吗？你说努力，可是，我无法比现在更努力了！”,{'我'}
121,"见了赤衣狂，我问他有什麽事，他习惯地以琥珀烟斗吹著有焦味的烟，说：

“自从你到本校来後，学生成绩进步很多，校长非常高兴，认为用得其人——校方也很信赖你，希望你了解这点而好好努力——”

“哦！是吗？你说努力，可是，我无法比现在更努力了！”

“像现在这样就够了。只是你千万别忘了，我那天告诉你那件事。”

“你是指——会为我介绍住处的人是危险人物——这回事吗？”

“说得那麽露骨就没意思了——好吧！——我想，我要说的你已经很清楚了。如果你像现在这样努力干下去的话，校方不会忽视这点，不久的将来，有机会的话，在待遇上会考虑调整。”",“说得那麽露骨就没意思了——好吧！——我想，我要说的你已经很清楚了。如果你像现在这样努力干下去的话，校方不会忽视这点，不久的将来，有机会的话，在待遇上会考虑调整。”,{'赤衣狂'}
122,"见了赤衣狂，我问他有什麽事，他习惯地以琥珀烟斗吹著有焦味的烟，说：

“自从你到本校来後，学生成绩进步很多，校长非常高兴，认为用得其人——校方也很信赖你，希望你了解这点而好好努力——”

“哦！是吗？你说努力，可是，我无法比现在更努力了！”

“像现在这样就够了。只是你千万别忘了，我那天告诉你那件事。”

“你是指——会为我介绍住处的人是危险人物——这回事吗？”

“说得那麽露骨就没意思了——好吧！——我想，我要说的你已经很清楚了。如果你像现在这样努力干下去的话，校方不会忽视这点，不久的将来，有机会的话，在待遇上会考虑调整。”

“幸亏目前有一位要转到别的地方去——当然这事要与校长商量後才能作决定

或许可由那人的薪水上提拨过来补给你，我想替你去向校长争取。”

“真谢谢你。谁要调走呢？”

“现在快发表了，告诉你也没关系，就是古贺。”

“古贺不是本地人吗？”

“他虽然是本地人，但由于个人的关系——这，一半是他自愿的。”

“是日向的延冈——因为是那种地方，所以薪水加一级。”

“谁取代他呢？”

“取代他的人差不多决定了，就是看取代他的人薪水状况，来考虑调整你的待遇。”

“那很好，不过，不要勉强加薪，如果没有也没关系。”

“这件事，我曾与校长谈过，校长的看法与我相同，所以，以後可能会偏劳你，请你现在就要有心理准备。”

“幸亏目前有一位要转到别的地方去——当然这事要与校长商量後才能作决定

或许可由那人的薪水上提拨过来补给你，我想替你去向校长争取。”

“真谢谢你。谁要调走呢？”

“现在快发表了，告诉你也没关系，就是古贺。”

“古贺不是本地人吗？”

“他虽然是本地人，但由于个人的关系——这，一半是他自愿的。”

“是日向的延冈——因为是那种地方，所以薪水加一级。”

“谁取代他呢？”

“取代他的人差不多决定了，就是看取代他的人薪水状况，来考虑调整你的待遇。”

“那很好，不过，不要勉强加薪，如果没有也没关系。”

“这件事，我曾与校长谈过，校长的看法与我相同，所以，以後可能会偏劳你，请你现在就要有心理准备。”",“取代他的人差不多决定了，就是看取代他的人薪水状况，来考虑调整你的待遇。”,{'赤衣狂'}
123,"见了赤衣狂，我问他有什麽事，他习惯地以琥珀烟斗吹著有焦味的烟，说：

“自从你到本校来後，学生成绩进步很多，校长非常高兴，认为用得其人——校方也很信赖你，希望你了解这点而好好努力——”

“哦！是吗？你说努力，可是，我无法比现在更努力了！”

“像现在这样就够了。只是你千万别忘了，我那天告诉你那件事。”

“你是指——会为我介绍住处的人是危险人物——这回事吗？”

“说得那麽露骨就没意思了——好吧！——我想，我要说的你已经很清楚了。如果你像现在这样努力干下去的话，校方不会忽视这点，不久的将来，有机会的话，在待遇上会考虑调整。”

“幸亏目前有一位要转到别的地方去——当然这事要与校长商量後才能作决定

或许可由那人的薪水上提拨过来补给你，我想替你去向校长争取。”

“真谢谢你。谁要调走呢？”

“现在快发表了，告诉你也没关系，就是古贺。”

“古贺不是本地人吗？”

“他虽然是本地人，但由于个人的关系——这，一半是他自愿的。”

“是日向的延冈——因为是那种地方，所以薪水加一级。”

“谁取代他呢？”

“取代他的人差不多决定了，就是看取代他的人薪水状况，来考虑调整你的待遇。”

“那很好，不过，不要勉强加薪，如果没有也没关系。”

“这件事，我曾与校长谈过，校长的看法与我相同，所以，以後可能会偏劳你，请你现在就要有心理准备。”

“幸亏目前有一位要转到别的地方去——当然这事要与校长商量後才能作决定

或许可由那人的薪水上提拨过来补给你，我想替你去向校长争取。”

“真谢谢你。谁要调走呢？”

“现在快发表了，告诉你也没关系，就是古贺。”

“古贺不是本地人吗？”

“他虽然是本地人，但由于个人的关系——这，一半是他自愿的。”

“是日向的延冈——因为是那种地方，所以薪水加一级。”

“谁取代他呢？”

“取代他的人差不多决定了，就是看取代他的人薪水状况，来考虑调整你的待遇。”

“那很好，不过，不要勉强加薪，如果没有也没关系。”

“这件事，我曾与校长谈过，校长的看法与我相同，所以，以後可能会偏劳你，请你现在就要有心理准备。”",“那很好，不过，不要勉强加薪，如果没有也没关系。”,{'我'}
124,"这时，老太太和往常一样，端著晚餐来了。我问他是不是又是地瓜，她说不是，今天是豆腐。不管是什么，反正差不多啦！

“老太太，听说古贺要到日向去。”

“真可怜哪！”

“你说可怜是什麽意思，是他自己爱去的。”

“谁爱去啊！”

“就是他本人想去的啊，不是古贺自己好想要去的吗？”

“那你就大错特错了。”

“如果是大错特错的话，那赤衣狂不就是大盖仙了，是说谎大盖仙了。”

“教务主任会那麽说也难怪，但是古贺不想去也是没错。”

“那麽两个人都没错，老太太，您真公平，太好了。但是，究竟怎麽回事呢？”",“真可怜哪！”,{'老太太'}
125,"这时，老太太和往常一样，端著晚餐来了。我问他是不是又是地瓜，她说不是，今天是豆腐。不管是什么，反正差不多啦！

“老太太，听说古贺要到日向去。”

“真可怜哪！”

“你说可怜是什麽意思，是他自己爱去的。”

“谁爱去啊！”

“就是他本人想去的啊，不是古贺自己好想要去的吗？”

“那你就大错特错了。”

“如果是大错特错的话，那赤衣狂不就是大盖仙了，是说谎大盖仙了。”

“教务主任会那麽说也难怪，但是古贺不想去也是没错。”

“那麽两个人都没错，老太太，您真公平，太好了。但是，究竟怎麽回事呢？”",“老太太，听说古贺要到日向去。”,{'我'}
126,"“老师，你的月薪是不是会增加呢？”

“他是说要为我加薪，但是我想拒绝。”

“不管怎麽样，我一定要拒绝，老太太，这个赤衣狂是个混蛋，他好卑鄙喔！”

“虽然卑鄙，但是，他既然要为你加薪，你还是乖乖地接受比较好。年青时候火气太大，等到年纪较长时便会後悔，当初如果忍耐一点就好，意气用事常会吃亏，经常会後悔莫及的。你就听我老太婆的劝，如果赤衣狂真要给你加薪，你就说谢谢领受下来。”

“你年纪一大把，就别管我的闲事了，薪水多少，是我的事。”

老太太不再说什麽就退下去了，房东先生还是唱著他的能乐。",“虽然卑鄙，但是，他既然要为你加薪，你还是乖乖地接受比较好。年青时候火气太大，等到年纪较长时便会後悔，当初如果忍耐一点就好，意气用事常会吃亏，经常会後悔莫及的。你就听我老太婆的劝，如果赤衣狂真要给你加薪，你就说谢谢领受下来。,{'老太太'}
127,"我觉得没趣，便退到洗手间，在玄关下欣赏古典式的庭园时，豪猪走过来，他问我：

“怎麽样，刚才的演讲精采吧！”满脸得意洋洋地说。

我告诉他：

“我很赞成，但是，有一点我不喜欢。”

他问：“哪一点不喜欢。”

我说：“你说延冈没有那些以温和的外貌来陷害君子的摩登家伙……不是吗？”

“嗯。”

“只提『摩登的家伙』是不够的。”",“哪一点不喜欢。”,{'豪猪'}
128,"三天之後的一个下午，豪猪怒气冲冲地跑来，说时机已到，打算毅然进行原来的计划。我说：

“是吗？那我也要干。”

想立刻加盟，但豪猪偏着头说：

“你最好别参加。”

我问他为什麽，他说：

“校长有没有找你去，要你提出辞呈呢？”

我说：“没有，你呢？”我反问他。

他说，今天下午他在校长室，校长对他说：

“很抱歉，实在不得已，希望你心里要有所准备。”

“岂有此理，那有这种裁判，那只狸猫大概是在肥大的肚里敲鼓，敲翻了胃才会这样颠倒是非。你和我不是一块参与大会，一起看高知闪闪发亮的舞蹈，并一起去阻止打架的吗？要提辞呈，也应公平要求我们俩人一起辞才对，乡下的学校怎麽那麽不懂道理，真令人想不透！”",“很抱歉，实在不得已，希望你心里要有所准备。”,{'校长'}
129,"三天之後的一个下午，豪猪怒气冲冲地跑来，说时机已到，打算毅然进行原来的计划。我说：

“是吗？那我也要干。”

想立刻加盟，但豪猪偏着头说：

“你最好别参加。”

我问他为什麽，他说：

“校长有没有找你去，要你提出辞呈呢？”

我说：“没有，你呢？”我反问他。

他说，今天下午他在校长室，校长对他说：

“很抱歉，实在不得已，希望你心里要有所准备。”

“岂有此理，那有这种裁判，那只狸猫大概是在肥大的肚里敲鼓，敲翻了胃才会这样颠倒是非。你和我不是一块参与大会，一起看高知闪闪发亮的舞蹈，并一起去阻止打架的吗？要提辞呈，也应公平要求我们俩人一起辞才对，乡下的学校怎麽那麽不懂道理，真令人想不透！”",“岂有此理，那有这种裁判，那只狸猫大概是在肥大的肚里敲鼓，敲翻了胃才会这样颠倒是非。你和我不是一块参与大会，一起看高知闪闪发亮的舞蹈，并一起去阻止打架的吗？要提辞呈，也应公平要求我们俩人一起辞才对，乡下的学校怎麽那麽不懂道理，真令人想不透！”,{'我'}
130,"第二天，我到校後立即到校长室去谈判。我问校长：“为什麽没要我提出辞呈呢？”，狸猫吃了一惊：“吔？！”。我接着说：

“哪有叫堀田提出辞呈而我不必提出辞呈的道理呢？”

“那是校方的意思……。”

“但是，这种想法不对，如果我不必提出辞呈，堀田也应该不用提出吧！”",“那是校方的意思……。”,"{'校长', '狸猫'}"
131,"打开豪猪房间的纸门时，豪猪急急地说：“喂，有希望了，有希望了！”他那张如韦驮天一般的睑，立刻兴奋而充满活力起来。昨晚以前，他一副落落寡欢的样子，看得一旁的我都跟着有些阴郁。眼见他此刻兴高采烈的神情，我也愉快许多，来不及问原因便急着附和：

“真棒，真棒。”

“今晚约七点半左右，那个叫小铃的艺妓走进十字路口转角处那一家了。”

“是不是跟赤衣狂一起呢。”

“不。”

“那没用。”

“艺妓是两位，但是——可能有希望。”

“为什麽？”

“还说什麽为什麽，他那麽狡猾，也许先让艺妓去，自已随後偷偷地来。”

“也许是，现在九点了吧！”

“现在才九点十二分。”豪猪由日式腰带里取出镍制的表来看了一眼，接着说：“把灯关了，如果纸门上被映出两个光头的话会让人起疑，狐狸是很会怀疑的。”

我吹熄在一闲张桌上的台灯，纸门上微微透入星光，月亮尚未露脸。我与豪猪拼命将脸压在纸门上屏息静待。这时壁上挂钟叮当响起，已经九点三十分了。

“喂，会来吧！今晚再不来的话，我不愿再这样下去了。”

“只要有钱，我要一直守下去，直到没钱为止。”",“喂，会来吧！今晚再不来的话，我不愿再这样下去了。”,{'我'}
132,"打开豪猪房间的纸门时，豪猪急急地说：“喂，有希望了，有希望了！”他那张如韦驮天一般的睑，立刻兴奋而充满活力起来。昨晚以前，他一副落落寡欢的样子，看得一旁的我都跟着有些阴郁。眼见他此刻兴高采烈的神情，我也愉快许多，来不及问原因便急着附和：

“真棒，真棒。”

“今晚约七点半左右，那个叫小铃的艺妓走进十字路口转角处那一家了。”

“是不是跟赤衣狂一起呢。”

“不。”

“那没用。”

“艺妓是两位，但是——可能有希望。”

“为什麽？”

“还说什麽为什麽，他那麽狡猾，也许先让艺妓去，自已随後偷偷地来。”

“也许是，现在九点了吧！”

“现在才九点十二分。”豪猪由日式腰带里取出镍制的表来看了一眼，接着说：“把灯关了，如果纸门上被映出两个光头的话会让人起疑，狐狸是很会怀疑的。”

我吹熄在一闲张桌上的台灯，纸门上微微透入星光，月亮尚未露脸。我与豪猪拼命将脸压在纸门上屏息静待。这时壁上挂钟叮当响起，已经九点三十分了。

“喂，会来吧！今晚再不来的话，我不愿再这样下去了。”

“只要有钱，我要一直守下去，直到没钱为止。”",“还说什麽为什麽，他那麽狡猾，也许先让艺妓去，自已随後偷偷地来。”,{'豪猪'}
133,"小丑吓得不知所措，正准备开溜，我一个箭步抢先向前，拦住他的去路。

“一个教务主任，怎么到十字路口的转角处过夜呢？”豪猪得理不饶人地质问。

“谁规定教务主任不得在十字路口转我处的房子过夜的？”赤衣狂神情镇定而有礼地回道，脸色略见苍白。

“说什么为了便于管理，所以教员不得任意在同店、汤圆店出入，会有这等主张的『严谨人士』竟和艺妓在外过夜。”小丑一直想找机会逃掉，因此，我特别提高警觉，在前面紧紧地拦住他，口里怒斥着：

“你为什么骂我是『说江户话的少爷』。”",“谁规定教务主任不得在十字路口转我处的房子过夜的？”,"{'教务主任', '赤衣狂'}"
134,"鲍小姐顶灵便地推脱方鸿渐的手臂，嘴里深深呼吸口气，道：“我给你闷死了！我在伤风，鼻子里透不过气来－－太便宜你，你还没求我爱你！”“我现在向你补求，行不行？”好像一切没恋爱过的男人，方鸿渐把“爱”字看得太尊贵和严重，不肯随便应用在女人身上；他只觉得自己要鲍小姐，并不爱她，所以这样语言支吾。
    “反正没好活说，逃不了那几句老套儿。”“你嘴凑上来，我对你说，这话就一直钻到你心里，省得走远路，拐了弯从耳朵里进去。”“我才不上你的当！有话斯斯文文的说。今天够了，要是你不跟我胡闹，我明天……”方鸿渐不理会，又把手勾她腰。",“我现在向你补求，行不行？”,{'方鸿渐'}
135,"方鸿渐道：“唐小姐，你表姐真不识抬举，好好请她女子参政，她倒笑我故作奇论！你评评理看。老话说，要齐家而后能治国平天下。请问有多少男人会管理家务的？管家要仰仗女人，而自己吹牛说大丈夫要治国平天下，区区家务不屑理会，只好比造房子要先向半空里盖个屋顶。把国家社会全部交给女人有许多好处，至少可以减少战争。外交也许更复杂，秘密条款更多，可是女人因为身体关系，并不擅长打仗。女人对于机械的头脑比不上男人，战争起来或者使用简单的武器，甚至不过揪头发、抓头皮、拧肉这些本位武化，损害不大。无论如何，如今新式女人早不肯多生孩子了，到那时候她们忙着干国事，更没工夫生产，人口稀少，战事也许根本不会产生。”

    唐小姐感觉方鸿渐说这些话，都为着引起自己对他的注意，心中暗笑，说：“我不知道方先生是侮辱政治还是侮辱女人，至少都不是好话。”

    苏小姐道：“好哇！拐了弯拍了人家半天的马屁，人家非但不领情，根本就没有懂！我劝你少开口罢。”

    唐小姐道：“我并没有不领情。我感激得很方先生肯为我表演口才。假使我是学算学的，我想方先生一定另有议论，说女人是天生的计算动物。”",“唐小姐，你表姐真不识抬举，好好请她女子参政，她倒笑我故作奇论！你评评理看。老话说，要齐家而后能治国平天下。请问有多少男人会管理家务的？管家要仰仗女人，而自己吹牛说大丈夫要治国平天下，区区家务不屑理会，只好比造房子要先向半空里盖个屋顶。把国家社会全部交给女人有许多好处，至少可以减少战争。外交也许更复杂，秘密条款更多，可是女人因为身体关系，并不擅长打仗。女人对于机械的头脑比不上男人，战争起来或者使用简单的武器，甚至不过揪头发、抓头皮、拧肉这些本位武化，损害不大。无论如何，如今新式女人早不肯多生孩子了，到那时候她们忙着干国事，更没工夫生产，人口稀少，战事也许根本不会产生。”,"{'方先生', '方鸿渐'}"
136,"赵辛楣躺在沙发里，含着烟斗，仰面问天花板上挂的电灯道：“方先生在什么地方做事呀？”

    方鸿渐有点生气，想不理他不可能，“点金银行”又叫不响，便含糊地说：“暂时在一家小银行里做事。”

    赵辛楣鉴赏着口里吐出来的烟圈道：“大材小用，可惜可惜！方先生在外国学的是什么呀？”

    鸿渐没好气道：“没学什么。”

    苏小姐道：“鸿渐，你学过哲学，是不是？”",“暂时在一家小银行里做事。”,"{'方先生', '鸿渐', '方鸿渐'}"
137,"曹元朗道：“我这首诗的风格，不认识外国字的人愈能欣赏。题目是杂拌儿、十八扯的意思，你只要看忽而用这个人的诗句，忽而用那个人的诗句，中文里夹了西文，自然有一种杂凑乌合的印象。唐小姐，你领略到这个拉杂错综的印象，是不是？”唐小姐只好点头。曹元朗脸上一圈圈的笑痕，像投了石子的水面，说：“那就是捉摸到这诗的精华了，不必去求诗的意义。诗有意义是诗的不幸！”

    苏小姐道：“对不住，你们坐一会，我去拿件东西来给产看。”苏小姐转了背，鸿渐道：“曹先生，苏小姐那本《十八家白话诗人》再版的时候，准会添进了你算十九家了。”",“那就是捉摸到这诗的精华了，不必去求诗的意义。诗有意义是诗的不幸！”,"{'曹元朗', '曹先生'}"
138,"明天方鸿渐到唐家，唐小姐教女用人请他在父亲书房里坐。见面以后就说：“方先生，你昨天闯了大祸，知道么？”

    方鸿渐想一想，笑道：“是不是为了我批评那首诗，你表姐跟我生气？”

    “你知道那首诗是谁做的？”她瞧方鸿渐瞪着眼，还不明白——“那首诗就是表姐做的，不是王乐恺的。”

    鸿渐跳起来道：“呀？你别哄我，扇子上不是明写着‘为文纨小姐录旧作’么？”

    “录的说是文纨小姐的旧作。王尔恺跟表伯有往来，还是赵辛楣的上司，家里有太太。可是去年表姐回国，他就讨好个不休不歇，气得赵辛楣人都瘦了。论理，肚子里有大气，应该人膨胀得胖些，你说对不对？后来行政机关搬进内地，他做官心，才撇下表姐也到里头去了。赵辛楣不肯到内地，也是这个缘故。这扇子就是他送给表姐的，他特请了一个什么人雕刻扇骨子上的花纹，那首诗还是表姐得意之作呢。”

    “这文理不通的无聊政客，扇子上落的款不明不白，害我出了岔子，该死该死！怎么办呢？”

    “怎么办呢？好在方先生口才好，只要几句话就解释开了。”",“这文理不通的无聊政客，扇子上落的款不明不白，害我出了岔子，该死该死！怎么办呢？”,"{'方先生', '鸿渐', '方鸿渐'}"
139,"唐小姐笑道：“人家听了你的话，只说你嫉妒他们进的大学比你进的有名。”

    鸿渐想不出话来回答，对她傻笑。她倒愿意他有时对答不来，问他道：“我昨天有点奇怪，你怎会不知道那首诗是表姐做的。你应该看过她的诗。”

    “我和你表姐是这一次回国船上熟起来的，时间很短。以前话都没有谈过。你记得那一天她讲我在学校里的外号是‘寒暑表’么？我对新诗不感兴趣，为你表姐的缘故而对新诗发生兴趣，我觉得犯不着。”

    “哼，这话要给她知道了——”","   “我和你表姐是这一次回国船上熟起来的，时间很短。以前话都没有谈过。你记得那一天她讲我在学校里的外号是‘寒暑表’么？我对新诗不感兴趣，为你表姐的缘故而对新诗发生兴趣，我觉得犯不着。”

",{'鸿渐'}
140,"“唐小姐，你听我说。你表姐是个又有头脑又有才学的女人，可是——我怎么说呢？有头脑有才学的女人是天生了教笨的男人向她颠倒的，因为他自己没有才学，他把才学看得神秘，了不得，五体投地的爱慕，好比没有钱的穷小姐对富翁的崇拜——”

    “换句话说，像方先生这样聪明，是喜欢目不识丁的笨女人。”

    “女人有女人的特别的聪明，轻盈活泼得跟她的举动一样。比了这种聪明，才学不过是沉淀渣滓。说女人有才学，就仿佛赞美一朵花，说它在天平上称起来有白菜番薯的斤两。真聪明的女人决不用功要做成才女，她只巧妙的偷懒——”

    唐小姐笑道：“假如她要得博士学位呢？”",“唐小姐，你听我说。你表姐是个又有头脑又有才学的女人，可是——我怎么说呢？有头脑有才学的女人是天生了教笨的男人向她颠倒的，因为他自己没有才学，他把才学看得神秘，了不得，五体投地的爱慕，好比没有钱的穷小姐对富翁的崇拜——”,{'方先生'}
141,"方鸿渐自觉本日运气转好，苦尽甘来，低低问唐小姐道：“你方才什么都不吃，好像身子不舒服，现在好了没有？”

    唐小姐道：“我得很多，并没有不舒服呀！”

    “我又不是主人，你不用向我客套。我明看见你喝了一口汤，就皱眉头就匙儿弄着，没再吃东西。”

    “吃东西有什么好看？老瞧着，好意思么？我不愿意吃给你看，所以不吃，这是你害我的——哈哈，方先生，别当真，我并没知道你在看旁人吃。我问你，你那时候坐在沈太太身边，为什么别着脸，紧闭了嘴，像在受罪？”

    “原来你也是这个道理！”方鸿渐和唐小姐亲密地笑着，两人已成了患难之交。",“我又不是主人，你不用向我客套。我明看见你喝了一口汤，就皱眉头就匙儿弄着，没再吃东西。”,{'方鸿渐'}
142,"褚慎明神色慌张，撇了鸿渐一眼，别转头叫赵辛楣道：“老赵，苏小姐该来了。我这样等女人，生平是破例。”

    辛楣把菜单给跑堂，回头正要答应，看见董斜川在写，忙说：“斜川，你在干什么？”

    董斜川头都不抬道：“我在写诗。”

    辛楣释然道：“快多写几首，我虽不懂诗，最爱看你的诗。我那位朋友苏小姐，新诗做得非常好，对旧诗也很能欣赏。回头把你的诗给她看。”",“斜川，你在干什么？”,"{'辛楣', '老赵', '赵辛楣'}"
143,"辛楣抢说：“还有什么人没有？方先生，你说，你念过中国文学的。”

    鸿渐忙说：“那是从前的事，根本没有念通。”辛楣欣然对苏小姐做个眼色，苏小姐忽然变得很笨，视若无睹。

    “大学里教你国文的是些什么人？”斜川不无兴趣地问。

    鸿渐追想他的国文先生都叫不响，不比罗素，陈散原这些名字，像一支上等哈瓦那雪茄烟，可以挂在口边卖弄，便说：“全是些无名小子，可是教我们这种不通的学生，已经太好了。斜川兄，我对诗词真的一窍不通，叫我做呢，一个字都做不出。”苏小姐嫌鸿渐太没面子，心痒痒地要为他挽回体面。

    斜川冷笑道：“看的是不是燕子庵，人境庐两家的诗？”

    “为什么？”",“全是些无名小子，可是教我们这种不通的学生，已经太好了。斜川兄，我对诗词真的一窍不通，叫我做呢，一个字都做不出。”,"{'方先生', '鸿渐'}"
